id,Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
2535,"Chocolates & Candies","Godrej Yummiez Chicken Breakfast Salami",150,4,0,143,250,TRUE,250
2536,"Chocolates & Candies","Hershey's Cocoa + Almond Spread",295,9,0,266,350,TRUE,350
2537,"Chocolates & Candies","Maggi Special Masala Spicy Yummy Noodles",72,0,0,72,280,TRUE,280
2538,"Chocolates & Candies","Del Monte Schezwan Sauce",55,0,0,55,190,TRUE,190
2539,"Chocolates & Candies","Yummiez Green Peas",135,0,0,135,500,TRUE,500
2540,"Chocolates & Candies","Yummiez Green Peas",250,0,0,250,1000,TRUE,1
2541,"Chocolates & Candies","Yummiez American Sweet Corn",85,0,0,85,400,TRUE,400
2542,"Chocolates & Candies","Dr Oetker Cucumber & Carrot Sandwich Spread Veg",79,0,0,79,250,TRUE,250
2543,"Chocolates & Candies","Del Monte Pitted Green Olives",250,0,0,250,450,TRUE,450
2544,"Meats, Fish & Eggs","Arden Eggs White",97,0,4,97,696,FALSE,12
2545,"Meats, Fish & Eggs","Arden Eggs White",65,15,4,55,348,FALSE,6
2546,"Meats, Fish & Eggs","Arden Eggs Brown",85,7,4,79,348,FALSE,6
2547,"Meats, Fish & Eggs","Godrej Real Good Chicken Whole Pre-Cut",300,10,4,270,1000,FALSE,1
2548,"Meats, Fish & Eggs","Zorabian Chicken Breast Boneless",145,8,3,133,250,FALSE,250
2549,"Meats, Fish & Eggs","Godrej Real Good Chicken Curry Cut",175,9,3,158,500,FALSE,500
2550,"Meats, Fish & Eggs","TGFC Chicken Curry Cut Fresh",249,25,1,186,500,FALSE,500
2551,"Meats, Fish & Eggs","Arden Desi Eggs",110,13,4,95,348,FALSE,6
2552,"Meats, Fish & Eggs","Godrej Real Good Chicken Breast Boneless",275,9,6,248,450,FALSE,450
2553,"Meats, Fish & Eggs","Fresh Chicken Boneless Cubes (Halal)",215,5,1,204,500,FALSE,500
2554,"Meats, Fish & Eggs","Godrej Real Good Chicken Kheema",255,9,3,230,450,FALSE,450
2555,"Meats, Fish & Eggs","Suguna Sharp Egg ",72,13,3,62,348,FALSE,6
2556,"Meats, Fish & Eggs","TGFC Bombay Duck Whole Cleaned",319,14,1,274,500,FALSE,500
2557,"Meats, Fish & Eggs","Zorabian Pre Cut Chicken Skinless (Half)",165,0,1,165,500,FALSE,500
2558,"Meats, Fish & Eggs","Godrej Real Good Chicken Drumstick ",265,9,2,239,500,FALSE,500
2559,"Meats, Fish & Eggs","Suguna Active - DHA",72,13,4,62,348,FALSE,6
2560,"Meats, Fish & Eggs","Godrej Real Good Chicken Marinated Lollipop ",200,10,2,180,580,FALSE,10
2561,"Meats, Fish & Eggs","Godrej Yummiez Chicken Nuggets",325,9,1,293,500,FALSE,500
2562,"Meats, Fish & Eggs","Eastern Chicken Masala",70,7,3,65,100,FALSE,100
2563,"Meats, Fish & Eggs","Ching's Chicken Chilli Masala",10,0,6,10,20,FALSE,20
2564,"Meats, Fish & Eggs","Fresh Chicken Whole Leg - Skinless (Halal)",165,4,1,157,500,FALSE,500
2565,"Meats, Fish & Eggs","Ceres Foods Fish Mustard Instant Liquid Masala",220,50,6,110,200,FALSE,200
2566,"Meats, Fish & Eggs","TGFC Tilapia Curry Cut",259,43,1,147,500,FALSE,500
2567,"Meats, Fish & Eggs","Godrej Yummiez Chicken Lucknowi Seekh Kebab",260,10,4,234,400,FALSE,400
2568,"Meats, Fish & Eggs","Godrej Real Good Marinated Hot & Grill Chicken",245,9,2,221,450,FALSE,450
2569,"Meats, Fish & Eggs","Everest Meat Masala Powder",74,9,3,67,100,FALSE,100
2570,"Meats, Fish & Eggs","Suguna Heart- Omega3",72,13,4,62,348,FALSE,6
2571,"Meats, Fish & Eggs","Everest Powder - Egg Curry Masala",40,2,6,39,50,FALSE,50
2572,"Meats, Fish & Eggs","TGFC Chicken Boneless Fresh Whole",261,14,1,222,500,FALSE,500
2573,"Meats, Fish & Eggs","Zorabian Chicken Smoked Ham",205,5,1,194,250,FALSE,250
2574,"Meats, Fish & Eggs","Suguna Fit Egg",120,43,4,68,348,FALSE,6
2575,"Meats, Fish & Eggs","Everest Tandoori Chicken Masala",39,2,5,38,50,FALSE,50
2576,"Meats, Fish & Eggs","Godrej Yummiez Chilli Chicken Sausages ",160,10,3,144,250,FALSE,250
2577,"Meats, Fish & Eggs","Godrej Yummiez Chicken Punjabi Tikka ",295,9,6,266,360,FALSE,360
2578,"Meats, Fish & Eggs","Eastern Fish Masala",48,2,5,47,100,FALSE,100
2579,"Meats, Fish & Eggs","TGFC Catla Bengali Cut",290,29,1,204,500,FALSE,500
2580,"Meats, Fish & Eggs","Godrej Real Good Chicken Leg Boneless",275,9,3,248,450,FALSE,450
2581,"Meats, Fish & Eggs","TGFC Rohu Bengali Cut",249,28,1,179,500,FALSE,500
2582,"Meats, Fish & Eggs","Godrej Real Good Chicken Lollypop",175,9,1,158,580,FALSE,10
2583,"Meats, Fish & Eggs","Godrej Real Good Chicken Liver Sealed ",75,9,1,68,200,FALSE,200
2584,"Meats, Fish & Eggs","Everest Tandoori Chicken Masala",74,9,3,67,100,FALSE,100
2585,"Meats, Fish & Eggs","Fresh Mutton Mince - Kheema (Halal)",515,3,1,495,500,FALSE,500
2586,"Meats, Fish & Eggs","Fresh Mutton Curry Cut Cubes (Halal)",465,4,1,442,500,FALSE,500
2587,"Meats, Fish & Eggs","Ceres Foods Laal Maas Instant Liquid Masala",220,50,5,110,200,FALSE,200
2588,"Meats, Fish & Eggs","Godrej Real Good Chicken Legs ",210,10,1,189,116,FALSE,2
2589,"Meats, Fish & Eggs","Yummiez Chicken Breakfast Sausages",150,0,3,150,250,FALSE,250
2590,"Meats, Fish & Eggs","TGFC Basa Fillets",329,24,1,247,500,FALSE,500
2591,"Meats, Fish & Eggs","Zorabian Chicken Legs Skinless",210,0,1,210,450,FALSE,450
2592,"Meats, Fish & Eggs","Ceres Foods Nalli Nihari Instant Liquid Masala",220,50,6,110,200,FALSE,200
2593,"Meats, Fish & Eggs","Yummiez Chicken Garlic Fingers Pouch",250,0,5,250,400,FALSE,400
2594,"Meats, Fish & Eggs","Suhana Spice Mix - Chicken Biryani",66,0,6,66,50,FALSE,50
2595,"Meats, Fish & Eggs","Suguna Nourish Egg",62,0,0,62,696,TRUE,12
2596,"Meats, Fish & Eggs","Fresh Chicken Curry Cut - Skinless (Halal)",140,0,0,140,500,TRUE,500
2597,"Meats, Fish & Eggs","Zorabian Chicken Breast Boneless ",145,0,0,145,450,TRUE,450
2598,"Meats, Fish & Eggs","Zorabian Chicken Kheema Parathas",190,0,0,190,300,TRUE,300
2599,"Meats, Fish & Eggs","Fresh Chicken Mince - Kheema (Halal)",215,5,0,204,500,TRUE,500
2600,"Meats, Fish & Eggs","Godrej Real Good Chicken Boneless Cubes ",275,9,0,248,450,TRUE,450
2601,"Meats, Fish & Eggs","Suguna Vitamin D Egg",75,17,0,62,348,TRUE,6
2602,"Meats, Fish & Eggs","Suguna Nourish Egg ",72,16,0,60,348,TRUE,6
2603,"Meats, Fish & Eggs","Zorabian Chicken Mince",250,0,0,250,450,TRUE,450
2604,"Meats, Fish & Eggs","Zorabian Chicken Leg Boneless ",250,0,0,250,450,TRUE,450
2605,"Meats, Fish & Eggs","Godrej Yummiez Chicken Breakfast Salami",150,4,0,143,250,TRUE,250
2606,"Meats, Fish & Eggs","Zorabian Chicken Cubes",270,0,0,270,500,TRUE,500
2607,Biscuits,"Britannia Good Day Cashew Cookies",10,0,6,10,60,FALSE,58
2608,Biscuits,"Britannia 50-50 Maska Chaska Biscuits",32,3,6,31,120,FALSE,120
2609,Biscuits,"Dukes Waffy Chocolate Wafers",45,51,4,22,60,FALSE,75
2610,Biscuits,"Britannia Nutri Choice Digestive Biscuit",45,0,1,45,200,FALSE,150
2611,Biscuits,"Britannia Goodday Chocochip Cookies",120,17,5,99,400,FALSE,400
2612,Biscuits,"Britannia Good Day Pista Badam",45,2,1,44,200,FALSE,200
2613,Biscuits,"Cadbury Chocobakes Chocolate Filled Cookies ",30,0,5,30,75,FALSE,75
2614,Biscuits,"Dukes Waffy Strawberry Roll",150,50,3,75,250,FALSE,250
2615,Biscuits,"Parle Monaco Classic Salty Biscuits",70,0,4,70,400,FALSE,400
2616,Biscuits,"Dukes Waffy Orange Wafers",45,51,5,22,60,FALSE,75
2617,Biscuits,"Britannia Good Day Pista Badam",20,0,6,20,100,FALSE,100
2618,Biscuits,"Britannia Milk Bikis Biscuits Packet",20,0,3,20,200,FALSE,200
2619,Biscuits,"Britannia Toastea (Premium Bake Rusk)",65,0,6,65,400,FALSE,400
2620,Biscuits,"Dukes Waffy Strawberry Wafers",45,51,2,22,60,FALSE,75
2621,Biscuits,"Britannia Toastea Premium Bake Rusk",35,0,3,35,182,FALSE,182
2622,Biscuits,"Lotte Choco Pie ",80,10,3,72,168,FALSE,168
2623,Biscuits,"Bauli Moonfils Choco Veg Puff Roll",15,0,2,15,45,FALSE,45
2624,Biscuits,"Sunfeast Dark Fantasy Choco Fills Cookies Packet",150,15,3,127,300,FALSE,300
2625,Biscuits,"Britannia 50-50 Maska Chaska Biscuit",75,10,6,68,300,FALSE,300
2626,Biscuits,"Britannnia 50-50 Sweet & Salty Biscuit",25,0,4,25,200,FALSE,200
2627,Biscuits,"Britannia Good Day Chunky Cookies",50,15,6,43,120,FALSE,120
2628,Biscuits,"Sunfeast Marie Light",23,13,1,20,200,FALSE,200
2629,Biscuits,"Britannia Bourbon Biscuit Buy 4 Get 1 Free",80,10,2,72,500,FALSE,500
2630,Biscuits,"The Bake Shop Whole Wheat Oats Khari",65,6,5,61,200,FALSE,200
2631,Biscuits,"Britannia Nutri Choice Oats Milk Almond Biscuit",25,10,6,23,75,FALSE,75
2632,Biscuits,"Sunfeast Dark Fantasy Choco Creme",80,27,4,58,300,FALSE,300
2633,Biscuits,"Lotte Choco Pie Chocolate Cake",25,0,6,25,56,FALSE,56
2634,Biscuits,"Sunfeast Mom's Magic Cashew & Almond Cookies Packet",30,10,3,27,200,FALSE,200
2635,Biscuits,"Unibic SugarFree - Oatmeal Cookies",50,16,3,42,75,FALSE,75
2636,Biscuits,"Parle Hide & Seek Cookies With Added Almonds",30,3,1,29,100,FALSE,100
2637,Biscuits,"Unibic Fruit & Nut Cookies",25,8,3,23,67,FALSE,67
2638,Biscuits,"Sunfeast Yumfills Whoopie Pie",140,25,5,105,253,FALSE,276
2639,Biscuits,"Britannia Toastea Premium Bake Rusk",110,14,1,94,700,FALSE,700
2640,Biscuits,"McVitie's Marie biscuits with Goodness of Calcium",30,0,6,30,250,FALSE,250
2641,Biscuits,"Britannia Treat Croissant Vanilla Creme Roll",20,10,2,18,47,FALSE,47
2642,Biscuits,"Unibic Honey Oatmeal Cookies",25,8,6,23,75,FALSE,75
2643,Biscuits,"Britannia Good Day Choco Chip Cookies",30,3,6,29,100,FALSE,100
2644,Biscuits,"The Bake Shop Masala Cheese Crackers",95,6,3,89,100,FALSE,100
2645,Biscuits,"Britannia Pure Magic Vanilla Creme Biscuit",35,17,4,29,100,FALSE,100
2646,Biscuits,"Open Secret Assorted Story Box",105,22,4,81,75,FALSE,75
2647,Biscuits,"Cadbury Oreo Dipped Biscuit",70,10,1,63,150,FALSE,150
2648,Biscuits,"Sunfeast Farmlite Oats & Almonds Biscuits Packet",60,10,3,54,150,FALSE,150
2649,Biscuits,"Unibic SugarFree - Butter Cookies",50,16,6,42,75,FALSE,75
2650,Biscuits,"Britannia Good Day Cashew Cookies Packet",120,12,6,106,600,FALSE,600
2651,Biscuits,"Dukes Sour & Cream Onion Nibbles Baked",55,25,3,41,150,FALSE,150
2652,Biscuits,"Britannia Treat Croissant Vanilla Creme Roll",20,0,6,20,47,FALSE,47
2653,Biscuits,"Parle Hide & Seek Choco Rolls",50,2,4,49,120,FALSE,120
2654,Biscuits,"Britannia Treat Creme Wafers - Vanilla",45,11,6,40,60,FALSE,1
2655,Biscuits,"Parle Rusk Elaichi",48,2,6,47,300,FALSE,300
2656,Biscuits,"Lotte Choco Pie ",140,6,2,131,336,FALSE,336
2657,Biscuits,"Sunfeast Mom's Magic Cashew & Almond Biscuits",120,15,6,102,600,FALSE,600
2658,Biscuits,"Unibic Cashew Cookies",25,8,6,23,75,FALSE,75
2659,Biscuits,"Parle Monaco Jeffs Zeera Biscuit",60,10,4,54,200,FALSE,200
2660,Biscuits,"Unibic Snack Bar - Multigrain, Choco",40,17,6,33,30,FALSE,30
2661,Biscuits,"The Bake Shop Methi Khari Simply Delicious",65,6,2,61,200,FALSE,200
2662,Biscuits,"Britannia Treat Jimjam Family Pack (Buy 4 Get 1 Free)",100,0,6,100,500,FALSE,500
2663,Biscuits,"Open Secret Choco Almond Tiffin Pack",35,22,3,27,25,FALSE,25
2664,Biscuits,"Lotte Choco Pie ",150,20,6,120,696,FALSE,12
2665,Biscuits,"Baker Street Suji Rusk Large Pack",30,10,6,27,200,FALSE,200
2666,Biscuits,"Parle Hide & Seek Choco Rolls",30,0,1,30,75,FALSE,75
2667,Biscuits,"Sunfeast Dark Fantasy Vanilla Creme",80,15,6,68,300,FALSE,300
2668,Biscuits,"Britannia Treat Burst Choco Creme Fills",30,0,3,30,120,FALSE,120
2669,Biscuits,"Parle Milano Mixed Berries Cookies",35,2,3,34,75,FALSE,75
2670,Biscuits,"Karachi Bakery Cashew Biscuits ",210,5,4,199,400,FALSE,400
2671,Biscuits,"Britannia Pure Magic Choco Lush Cookies",120,20,4,96,300,FALSE,300
2672,Biscuits,"Britannia Treart Creme Wafers Chocolate",45,11,6,40,60,FALSE,1
2673,Biscuits,"Unibic Daily Digestive (Multigrain Cookies)",30,6,6,28,75,FALSE,75
2674,Biscuits,"Cadbury Chocobakes Choc Filled Cookies",60,0,6,60,150,FALSE,150
2675,Biscuits,"The Bake Shop Whole Wheat Multigrain Toast (Rusk)",60,6,2,56,200,FALSE,200
2676,Biscuits,"Unibic Choco Kiss Cookies",45,15,5,38,75,FALSE,75
2677,Biscuits,"Britannia Treat Creme Wafers - Orange",45,11,6,40,60,FALSE,60
2678,Biscuits,"Bauli Moonfills Pack of 4",60,10,6,54,180,FALSE,190
2679,Biscuits,"Unibic Oatmeal Digestive Cookies ",50,6,6,47,150,FALSE,150
2680,Biscuits,"Orion Choco Pie - Chocolate Coated Soft Biscuit",150,25,2,112,336,FALSE,336
2681,Biscuits,"Britannia Good Day Cashew Cookies Pack Of 6",120,10,6,108,120,FALSE,120
2682,Biscuits,"Parle Fab Bourbon",30,0,3,30,150,FALSE,150
2683,Biscuits,"Open Secret White Choco Tiffin Pack",35,22,1,27,25,FALSE,25
2684,Biscuits,"The Bake Shop Whole Wheat Bread Sticks",60,6,1,56,100,FALSE,100
2685,Biscuits,"Unibic Assorted Cookies ",149,8,6,137,450,FALSE,450
2686,Biscuits,"The Bake Shop Milk & Raisin Toast (Rusk)",60,6,4,56,200,FALSE,200
2687,Biscuits,"Lotte Choco Pie Cocoa Pie",90,10,6,81,168,FALSE,168
2688,Biscuits,"Bauli Moonfils Veg - Strawberry",15,0,5,15,45,FALSE,47
2689,Biscuits,"The Bake Shop Masala Lavash",75,6,6,70,100,FALSE,200
2690,Biscuits,"Britannia Good Day Nut Cookies",30,0,6,30,120,FALSE,120
2691,Biscuits,"Sunfeast Mom's Magic Rich Butter Cookies",30,10,6,27,200,FALSE,200
2692,Biscuits,"The Bake Shop Whole Wheat Toast (Rusk) ",60,6,4,56,200,FALSE,200
2693,Biscuits,"Open Secret Peanut Butter Story Box",105,22,6,81,75,FALSE,75
2694,Biscuits,"Open Secret White Choco Story Box",105,22,6,81,75,FALSE,75
2695,Biscuits,"The Bake Shop Whole Wheat Multigrain Lavash",75,6,3,70,100,FALSE,200
2696,Biscuits,"McVitie's Oat Cookies",45,0,2,45,120,FALSE,120
2697,Biscuits,"Britannia Tiger Krunch Biscuits",120,0,4,120,400,FALSE,400
2698,Biscuits,"McVitie's Butter Cookies",30,10,6,27,200,FALSE,200
2699,Biscuits,"Bauli Moonfils Strawberry",15,0,5,15,45,FALSE,45
2700,Biscuits,"Britannia Good Day Butter Cookies",80,10,6,72,600,FALSE,600
2701,Biscuits,"Parle Hide & Seek Choco Rolls",60,0,1,60,120,FALSE,120
2702,Biscuits,"The Bake Shop Jeera Ajwain Bread Sticks",60,6,6,56,100,FALSE,100
2703,Biscuits,"Parle Fab!o Vanilla Creme Sandwich Biscuit",30,3,6,29,120,FALSE,120
2704,Biscuits,"Sunfeast Farmlite Nuts Digestive",70,11,6,62,250,FALSE,250
2705,Biscuits,"Britannia Pure Magic - Chocolush",35,2,6,34,100,FALSE,100
2706,Biscuits,"The Bake Shop Maska & Multigrain Cheese Crackers",130,10,3,116,100,FALSE,150
2707,Biscuits,"Britannia Nutri Choice Ragi Cookies",70,10,6,63,150,FALSE,150
2708,Biscuits,"Sunfeast Farmlite 5 Seed Digestive",60,0,2,60,250,FALSE,250
2709,Biscuits,"Dukes Nibbles - Ranch Crackers",50,0,6,50,150,FALSE,150
2710,Biscuits,"Danish Butter Cookies",350,0,1,350,400,FALSE,400
2711,Biscuits,"The Bake Shop Sesame Seed Crackers",130,10,4,116,100,FALSE,150
2712,Biscuits,"Good Day Butter Cookies",10,0,0,10,75,TRUE,75
2713,Biscuits,"Britannia Marie Gold Biscuits Packet",30,0,0,30,250,TRUE,250
2714,Biscuits,"Britannia Good Day Cashew Cookies",20,0,0,20,100,TRUE,100
2715,Biscuits,"Sunfeast Dark Fantasy Choco Fills",35,8,0,32,75,TRUE,75
2716,Biscuits,"Britannia Nutri Choice Digestive Biscuits Packet",25,0,0,25,100,TRUE,100
2717,Biscuits,"Britannia Classic Little Hearts ",25,0,0,25,75,TRUE,75
2718,Biscuits,"Britannia Good Day Cashew Cookies Packet",40,5,0,38,200,TRUE,200
2719,Biscuits,"Britannia Nice Time Biscuit",25,0,0,25,150,TRUE,150
2720,Biscuits,"Britannia Milk Bikis Cream Biscuit",45,0,0,45,200,TRUE,200
2721,Biscuits,"Britannia Bourbon Chocolate Cream Biscuits",35,2,0,34,150,TRUE,150
2722,Biscuits,"Dukes Waffy Chocolate Wafer Rolls ",150,50,0,75,250,TRUE,250
2723,Biscuits,"Britannia Milk Bikis Milky Sandwich",25,0,0,25,120,TRUE,120
2724,Biscuits,"Britannia Marie Gold Biscuit",28,0,0,28,200,TRUE,200
2725,Biscuits,"Britannia Marie Gold (Buy 4 Get 1 Free)",80,0,0,80,600,TRUE,600
2726,Biscuits,"Britannia 50-50 Maska Chaska Biscuit",10,0,0,10,46,TRUE,45
2727,Biscuits,"Unibic Choco Nut Cookies",25,8,0,23,75,TRUE,75
2728,Biscuits,"Britannia Vita Marie Gold Biscuit",45,0,0,45,300,TRUE,300
2729,Biscuits,"The Bake Shop Maska Khari",65,6,0,61,200,TRUE,100
2730,Biscuits,"Parle Fab! Jam-In Cream Filled ",35,2,0,34,150,TRUE,150
2731,Biscuits,"Sunfeast Nice Biscuit",25,12,0,22,150,TRUE,150
2732,Biscuits,"Britannia Nutrichoice 5 Grain Digestive Biscuits",75,0,0,75,200,TRUE,200
2733,Biscuits,"Cadbury Oreo Strawberry Bicuits",30,3,0,29,120,TRUE,120
2734,Biscuits,"Sunfeast Mom's Magic Cashew & Almond Biscuit",10,0,0,10,60,TRUE,60
2735,Biscuits,"Britannia Roll Yo! Strawberry Swiss Roll",10,0,0,10,28,TRUE,28
2736,Biscuits,"Bauli Moonfils Choco Cream (With Egg)",15,0,0,15,45,TRUE,45
2737,Biscuits,"Britannia Nutri Choice Oats Choco Almond Biscuit",25,10,0,23,100,TRUE,75
2738,Biscuits,"Britannia Nutri Choice Cracker Sugar Free Biscuit",35,0,0,35,300,TRUE,300
2739,Biscuits,"Cadbury Oreo Chocolatey Sandwich Biscuits Family Pack",80,0,0,80,300,TRUE,300
2740,Biscuits,"Bauli Moonfils Orange Puff Roll",15,0,0,15,45,TRUE,45
2741,Biscuits,"Britannia Treat Jimjam Cream Biscuits ",25,0,0,25,100,TRUE,100
2742,Biscuits,"Britannia Toastea Premium Bake Rusk",50,6,0,47,300,TRUE,300
2743,Biscuits,"The Bake Shop Jeera Khari",65,0,0,65,200,TRUE,200
2744,Biscuits,"Cadbury Oreo Creme Biscuit - Vanilla, Original 120 g",30,3,0,29,120,TRUE,120
2745,Biscuits,"Britannia Good Day Cashew Cookies",230,25,0,172,1000,TRUE,1
2746,Biscuits,"Bauli Moonfils - Vanilla",15,0,0,15,45,TRUE,45
2747,Biscuits,"Britannia Roll Yo! Choco Swiss Roll (With Egg)",10,0,0,10,28,TRUE,28
2748,Biscuits,"Britannia Milk Bikis Cream Biscuit",70,0,0,70,500,TRUE,500
2749,Biscuits,"Open Secret Choco Almond Story Box",105,22,0,81,75,TRUE,75
2750,Biscuits,"Parle Monaco Sixer Salted Biscuits ",60,10,0,54,200,TRUE,200
2751,Biscuits,"Sunfeast Dark Fantasy Bourbon Bliss",35,17,0,29,150,TRUE,150
2752,Biscuits,"Patanjali Atta Doodh Rusk",40,0,0,40,300,TRUE,300
2753,Biscuits,"Sunfeast Dark Fantasy Bourbon Bliss",35,0,0,35,150,TRUE,150
2754,"Personal Care","Clove Sensitive Toothpaste with Anti-Sensitivity & Fluoride Formulation",160,35,3,104,80,FALSE,80
2755,"Personal Care","Dettol Original Germ Protection Alcohol Based Hand Sanitizer",25,0,6,25,50,FALSE,50
2756,"Personal Care","Colgate Visible White Toothpaste",115,10,6,103,100,FALSE,100
2757,"Personal Care","Dettol SKincare Handwash Value Refill",109,3,6,105,750,FALSE,750
2758,"Personal Care","Savlon Herbal Sensitive Liquid Handwash Refill Pouch",115,4,6,110,750,FALSE,500
2759,"Personal Care","Colgate Total 12 Whole Mouth Protection Toothpaste",120,10,6,108,120,FALSE,120
2760,"Personal Care","Lux International Creamy White Soap Bar",35,2,6,34,75,FALSE,75
2761,"Personal Care","Colgate Herbal Toothpaste",114,18,2,93,200,FALSE,200
2762,"Personal Care","Nivea Men Deodorant Fresh Active 48h Long lasting Freshness",225,24,6,169,150,FALSE,150
2763,"Personal Care","Dabur Meswak Toothpaste",58,5,6,55,100,FALSE,100
2764,"Personal Care","Colgate Max Fresh Cooling Crystals Toothpaste",101,5,2,95,150,FALSE,150
2765,"Personal Care","Indulekha Bhringa Hair Oil",432,15,6,367,100,FALSE,100
2766,"Personal Care","Colgate Sensitive Soft Bristles Toothbrush",50,0,6,50,58,FALSE,1
2767,"Personal Care","Pears Pure & Gentle Glycerin Bath Soap",75,0,6,75,125,FALSE,125
2768,"Personal Care","Vaseline Skin Protecting Jelly",79,13,6,68,50,FALSE,50
2769,"Personal Care","Dettol Original Germ Protection Bathing Soap Bar",166,5,4,157,375,FALSE,375
2770,"Personal Care","Dettol Intense Cool Soap (B4G1)",260,5,6,247,625,FALSE,625
2771,"Personal Care","Livon Anti-Frizz Serum",250,10,3,225,100,FALSE,100
2772,"Personal Care","Lifebuoy Germ Protection Care Soap Bar",30,3,3,29,100,FALSE,125
2773,"Personal Care","Lux International Creamy White Soap Bar",70,10,6,63,125,FALSE,125
2774,"Personal Care","Godrej Nupur – 100% Pure Henna (Mehendi)",10,0,6,10,18,FALSE,18
2775,"Personal Care","Glow & Lovely Advanced Multivitamin Face Cream",213,10,6,190,110,FALSE,110
2776,"Personal Care","Set Wet Style Vertical Hold Hair Gel",50,10,4,45,50,FALSE,50
2777,"Personal Care","Godrej Expert Rich Crème, Natural Black",30,0,6,30,20,FALSE,20
2778,"Personal Care","Nycil Germ Expert Cool Herbal Talc",130,8,1,119,150,FALSE,200
2779,"Personal Care","Godrej Expert Creme Hair Natural Brown Colour ",30,0,6,30,20,FALSE,20
2780,"Personal Care","Veet Sensitive Skin Hair Removal Cream",135,5,6,128,50,FALSE,50
2781,"Personal Care","Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot",50,2,1,49,80,FALSE,80
2782,"Personal Care","Pears Pure And Gentle Value Pack Of 3 Bathing Soap",199,6,5,186,375,FALSE,375
2783,"Personal Care","Gillette Presto Ready Shaver 5 Cartridges ",88,6,6,82,290,FALSE,5
2784,"Personal Care","Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot",160,10,4,144,300,FALSE,300
2785,"Personal Care","Godrej Expert Rich Crème, Dark Brown",30,0,4,30,20,FALSE,20
2786,"Personal Care","Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil ",185,15,3,157,100,FALSE,100
2787,"Personal Care","Fiama Gel Bar Celebration Pack Buy 4 Get 1 Free",290,10,6,261,625,FALSE,625
2788,"Personal Care","Gillette Sensitive Shaving Foam",225,6,4,210,418,FALSE,418
2789,"Personal Care","Dove Hair Fall Rescue Shampoo",150,6,5,141,180,FALSE,180
2790,"Personal Care","Gillette Mach 3 Mens Razor Blades",499,7,4,460,232,FALSE,4
2791,"Personal Care","Palmolive Aroma Absolute Relax Shower Gel",199,20,2,159,250,FALSE,250
2792,"Personal Care","Godrej Protekt Germ Fighter Handwash",99,0,6,99,750,FALSE,750
2793,"Personal Care","Dettol Hand Sanitizer",100,5,6,95,200,FALSE,200
2794,"Personal Care","Dabur Amla Hair Oil",88,0,2,88,180,FALSE,180
2795,"Personal Care","Dettol Original Liquid Handwash",89,4,6,85,200,FALSE,200
2796,"Personal Care","L'Oreal Paris Total Repair 5 Conditioner",199,0,6,199,192,FALSE,180
2797,"Personal Care","Patanjali Saundarya Aloe Vera Gel",90,0,5,90,150,FALSE,150
2798,"Personal Care","Head & Shoulders 2 In 1 Anti Dandruff Shampoo Conditioner ",195,10,4,174,180,FALSE,180
2799,"Personal Care","Clean & Clear Pimple Clearing Face Wash",130,10,2,117,80,FALSE,80
2800,"Personal Care","Himalaya Anti Dandruff Shampoo",140,8,2,128,200,FALSE,200
2801,"Personal Care","Stayfree Secure Dry Cover Regular Sanitary Pad With Wings",30,3,6,29,406,FALSE,7
2802,"Personal Care","Savlon Moisture Shield Hand Wash",99,4,6,95,750,FALSE,750
2803,"Personal Care","Dove Intense Repair Conditioner",190,14,6,162,175,FALSE,80
2804,"Personal Care","Dabur Gulabari Rose Glow Face Cleanse",75,5,4,71,100,FALSE,100
2805,"Personal Care","Parachute Jasmine Hair Oil",82,9,6,74,190,FALSE,190
2806,"Personal Care","Johnson's Baby Skincare Wipes",79,6,6,74,1160,FALSE,20
2807,"Personal Care","Dettol Skincare Liquid Hand Wash",79,0,6,79,200,FALSE,200
2808,"Personal Care","Old Spice Original Lather Shaving Cream",75,9,6,68,70,FALSE,70
2809,"Personal Care","Veet Hair Removal Cream Dry Skin",135,5,5,128,50,FALSE,50
2810,"Personal Care","L'Oreal Paris Total Repair 5 Shampoo",265,0,2,265,396,FALSE,360
2811,"Personal Care","Fiama Menthol & Magnolia Cooling Gel Bar Soap",160,11,6,141,375,FALSE,375
2812,"Personal Care","Nivea Lip Balm Original Care for 24h Moisture with Shea Butter & Natural Oils",140,15,6,119,5,FALSE,4
2813,"Personal Care","Oral-B Charcoal Deep Clean Stain Removal Toothbrush Soft",99,0,3,99,232,FALSE,4
2814,"Personal Care","Neutrogena Ultra Sheer Dry Touch SPF 50+ Sunblock Sunscreen Lotion",250,10,3,225,30,FALSE,30
2815,"Personal Care","Clinic Plus Strong & Long Health Shampoo",499,10,3,449,650,FALSE,650
2816,"Personal Care","Johnson's Baby No More Tears Baby Shampoo",98,0,5,98,100,FALSE,100
2817,"Personal Care","Colgate Zig Zag Toothbrush",120,0,3,120,348,FALSE,6
2818,"Personal Care","Savlon Moisture Shield Germ Protection Handwash Refill (Buy 1 Get 1 Free)",189,0,6,189,1500,FALSE,1500
